ad_name,ad_id,canonical,spend,QL,NRI,TQL_booked,TD,CPTD,content_format,creative_type,talent_type,talent_name,production_style,campaign_audience,pain_benefit,headline_theme,language
ANZ_FB_Leads_Conv_TV-Channels_Australia_Static_W-Testimonial-NAPLAN_140126,120240845274130529,anz_fb_leads_conv_tv-channels_australia_static_w-testimonial,117073,16,9,4,2,58537.0,Testimonial,Static,Parent,,Static Graphic,NRI (BAU),Grades & School,Social Proof,English
Math_Kangaroo_Static_Build_Skills_V2_040126,120236886687540278,math_kangaroo_static_build_skills_v2,116679,6,6,6,3,38893.0,Graphic Explainer,Static,,,Static Graphic,NRI (PLA),Foundation Building,Building Foundations,English
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Testimonial-NAPLAN-Daphne_180326,120243478229130529,anz_fb_leads_conv_lal-ql-0to2%_australia_video_testimonial-n,115809,12,8,7,3,38603.0,Testimonial,Video,Parent,Daphne,UGC,Lookalike (BAU),Grades & School,Student Outcomes,English
MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_NA_Static-Loved-by-UAE-Families-14-Nov-2025,120237258323140529,loved-by-uae-families-14-nov-2025,115750,17,7,10,6,19292.0,,,,,,,,,
ANZ-NZ_FB_Leads_Conv_HNI_New-Zealand_Video_Mother-Video-V2_140226,120242027537390529,anz-nz_fb_leads_conv_hni_new-zealand_video_mother-video-v2,115540,11,4,6,5,23108.0,Testimonial,Video,Parent,,UGC,HNI (BAU),Confidence | Grades & School | Foundation Building,Student Outcomes | Parent Peace of Mind,English
ANZ_FB_Leads_Conv_Parenting_Australia_Video_Testimonial-Montage_310326,120244164332220529,anz_fb_leads_conv_parenting_australia_video_testimonial-mont,115179,12,9,12,3,38393.0,Testimonial,Video,Parent,,UGC,Interest (PLA),Parent Peace of Mind,Social Proof,English
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_NRI_Contextual_Statics_LeadGen_NA_Static-Spring-Build-Strong-Foundation-060426,120241018634470278,spring-build-strong-foundation,114135,11,9,3,3,38045.0,Graphic Explainer,Static,,,Static Graphic,NRI (BAU),Foundation Building,Building Foundations,English
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_250326,120240200923250278,perf_influencer_deepthi_us,113521,10,9,10,6,18920.0,Testimonial,Video,Influencer,Deepthi,UGC,NRI,Personalization,Social Proof,English
ANZ_FB_Leads_Conv_int-Parents_Australia_Video_Testimonial-Lakshmi_200326,120243611728880529,anz_fb_leads_conv_int-parents_australia_video_testimonial-la,112337,14,11,14,9,12482.0,Testimonial,Video,Parent,Lakshmi,UGC,General,Parent Peace of Mind,Student Outcomes,English
ANZ_PFX_FB_Leads-Conv_Australia_PayU_LeadGen_NA_Static_W-NAPLAN-2026-Ready_241225,120239949335850529,w-naplan-2026-ready,111999,11,7,7,5,22400.0,Graphic Explainer,Static,,,Static Graphic,PLA,Grades & School,Student Outcomes,English
Easter_Hop_Into_Math_Confidence_240326,120240146764780278,easter_hop_into_math_confidence,105084,14,5,11,2,52542.0,Talking Head,Static,Tutor,,Studio,NRI (PLA),Confidence,Personalized Learning,English
USA_PFX_FB_Leads-Conv_NA_Int-Expats-Telugu_LeadGen_NA_Video_Testimonial-3Kiran-Rohini-30s-Telugu_210825,120236528704480278,testimonial-3kiran-rohini-30s-telugu,104969,6,6,4,3,34990.0,Testimonial,Video,Parent,Kiran Rohini,UGC,NRI (BAU),Grades & School,Student Outcomes,Telugu
USA_FB_Leads_Conv_PayU_New_Audience_35-55_Statics_High_School_New_Concepts_LeadGen_NA_Static-High-School-Algebra-to-AP-Calculus-170426,120241590515430278,high-school-algebra-to-ap-calculus,104100,22,8,8,2,52050.0,,,,,,,,,
ANZ-UK_FB_Leads_Conv_int4C_UK_Video_Influencer-Sahar_210426,120245405922870529,anz-uk_fb_leads_conv_int4c_uk_video_influencer-sahar,102704,19,17,10,3,34235.0,,,,,,,,,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_NRI_Contextual_Statics_NA_Static-Top-Indian-tutors-NRI-Ad1-010226,120242213711900529,top-indian-tutors-nri-ad1,102159,13,7,12,2,51080.0,Static Graphic,Static,,,Static Graphic,NRI,Tutor Quality | Foundation Building,Expert Tutors,English
ANZ_FB_Leads_Conv_Expats-India_Australia_Video_Testimonial-NAPLAN-Daphne_060426,120244518636760529,anz_fb_leads_conv_expats-india_australia_video_testimonial-n,97022,16,10,15,6,16170.0,Testimonial,Video,Parent,Daphne,UGC,NRI (BAU),Grades & School,Student Outcomes,English
ANZ_PFX_FB_Leads-Conv_Australia_LeadGen_NA_Video_Tamil-Parent-Shoot-in-English_230126,120241189982210529,tamil-parent-shoot-in-english,94832,20,2,15,9,10537.0,Testimonial,Video,Parent,,UGC,"ANZ_PFX_FB_Leads_Conv_Combined_LeadGen_0 (BAU, unclassified)",Grades & School,Student Outcomes,Tamil
ANZ_FB_Leads_Conv_Expats-India_Australia_Static_W-NAPLAN-2027-Testimonial_150426,120245018310690529,anz_fb_leads_conv_expats-india_australia_static_w-naplan-202,93818,12,12,10,5,18764.0,,,,,,,,,
ANZ_FB_Leads_Conv_Bollywood_Australia_Video_Testimonial-Mohit-Kukreja_140226,120242027192180529,anz_fb_leads_conv_bollywood_australia_video_testimonial-mohi,93167,9,0,6,2,46584.0,Testimonial,Video,Parent,Mohit Kukreja,UGC,Interest (BAU),Confidence | Grades & School | Foundation Building,Student Outcomes | Social Proof,English
ANZ_PFX_FB_Leads-Conv_Australia_LeadGen_NA_Static_NAPLAN-Chinese-V2_230126,120241189626670529,naplan-chinese-v2,93000,12,1,4,3,31000.0,Graphic Explainer,Static,,,Static Graphic,"ANZ_PFX_FB_Leads_Conv_Combined_LeadGen_0 (BAU, unclassified)",Grades & School,Student Outcomes,English
ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_Testimonial-Arti_150426,120245064376570529,anz_fb_leads_conv_lal-payu_australia_video_testimonial-arti,90943,9,8,9,4,22736.0,,,,,,,,,
ANZ_FB_Leads_Conv_Vernac-Tamil-Static_Australia_Static_Ad3-Tamil-Text_110226,120241919019080529,anz_fb_leads_conv_vernac-tamil-static_australia_static_ad3-t,89700,19,0,8,2,44850.0,Graphic Explainer,Static,,,Static Graphic,Vernacular (BAU),Grades & School,Student Outcomes,Tamil
ANZ_FB_Leads_Conv_Parents-Pri+Sec-Inf_Australia_Video_Influencer-Kanika_090226,120241852469040529,anz_fb_leads_conv_parents-pri+sec-inf_australia_video_influe,89537,15,0,9,4,22384.0,Testimonial,Video,Influencer,Kanika arora,UGC,Influencer (BAU),Personalization,Social Proof,English
ANZ-NZ_FB_Leads_Conv_Parents-Pri+Sec_Australia_Form_Static_Classroom-Math_280126,120241397968020529,anz-nz_fb_leads_conv_parents-pri+sec_australia_form_static_c,88298,18,1,5,2,44149.0,Graphic Explainer,Static,,,Static Graphic,"ANZ-NZ_FB_Leads_Conv_Parents_LeadGen_280 (BAU, unclassified)",Foundation Building,Building Foundations,English
ANZ_FB_Leads_Conv_LAL-0to2-QL_Australia_Static_Testimonial-Dharmender_200426,120245272488230529,anz_fb_leads_conv_lal-0to2-ql_australia_static_testimonial-d,86628,7,6,7,3,28876.0,,,,,,,,,
ANZ_PFX_FB_Leads-Conv_Australia_PayU_LeadGen_NA_Video_Mother-Video-V2_140126,120240849465800529,mother-video-v2,85120,8,6,5,4,21280.0,Testimonial,Video,Parent,,UGC,"ANZ_PFX_FB_Leads_Conv_Combined_LeadGen_0 (BAU, unclassified)",Confidence,Student Outcomes,English
ANZ-SG_FB_Leads_Conv_LAL-PayU_Singapore_Video_Testimonial-Gunjan-Video-V2_310126,120241526179590529,anz-sg_fb_leads_conv_lal-payu_singapore_video_testimonial-gu,84813,7,0,3,2,42407.0,Testimonial,Video,Parent,Gunjan,UGC,Lookalike (BAU),Grades & School,Student Outcomes,English
